rr,rr_reduced,total_traced,inf_p
0,0,8,5
1,0,2,4
0,0,6,5
4,0,11,1
7,7,114,5
0,0,8,1
0,0,4,5
1,1,6,5
0,0,20,5
1,1,42,5
0,0,9,5
9,2,65,2
6,6,130,5
3,0,14,2
0,0,18,4
6,0,85,2
0,0,0,5
6,1,20,3
0,0,1,2
5,2.2,55,4
9,2,102,1
1,1,7,5
1,0,2,1
1,1,23,5
0,0,5,4
0,0,9,5
3,3,37,5
3,3,39,5
1,1,9,5
1,1,12,5
1,0,1,1
1,1,1,5
0,0,23,5
1,1,29,5
4,1.2000000000000002,42,4
1,1,29,5
1,0.19999999999999996,19,4
2,0,15,2
4,4,105,5
1,1,12,4
1,1,23,5
1,1,37,5
0,0,9,2
0,0,7,5
2,2,30,5
1,0,10,3
2,0,9,2
1,1,3,5
1,1,14,5
1,1,5,5
0,0,4,5
0,0,1,3
0,0,5,5
0,0,9,5
4,0,52,1
3,3,79,5
1,1,24,5
0,0,13,4
0,0,16,4
15,2.2,221,4
0,0,4,1
1,1,6,5
0,0,8,5
1,1,113,5
0,0,9,5
0,0,7,5
0,0,0,4
3,3,74,5
1,1,22,4
6,1,65,1
0,0,9,4
3,0,61,4
4,4,56,5
0,0,4,1
0,0,15,5
0,0,2,5
3,1,6,1
1,1,50,5
2,2,22,5
1,0,31,4
1,0,9,2
1,1,37,5
4,1,91,3
2,2,49,5
3,3,60,5
0,0,40,5
1,1,23,5
1,1,17,5
4,4,73,5
16,16,405,5
0,0,28,5
3,0,51,1
1,1,5,5
2,2,38,5
1,0,10,1
1,1,53,5
4,1,40,2
4,0,23,4
5,1,43,1
0,0,8,5
4,2,23,4
1,1,6,5
0,0,9,1
1,0,3,4
1,0,8,4
1,1,16,5
4,2,24,4
8,8,71,5
0,0,8,1
7,3,66,3
0,0,7,2
2,2,39,5
3,0.19999999999999996,26,4
0,0,2,5
2,2,36,5
3,3,30,5
4,1,14,4
2,0,19,3
1,1,8,5
3,1,24,1
0,0,5,5
2,0,7,4
0,0,6,4
1,1,34,5
0,0,1,3
2,2,37,5
0,0,2,5
3,0,56,1
1,1,29,5
2,2,68,5
0,0,1,2
3,3,30,5
0,0,18,5
0,0,1,4
0,0,28,5
3,0,34,2
3,3,141,5
1,1,21,5
8,8,113,5
2,1,51,1
3,3,99,5
1,0,22,3
1,1,19,2
0,0,34,5
5,0,45,1
4,1.4,27,4
4,2,27,4
1,1,37,5
2,2,66,5
0,0,2,5
1,1,15,5
1,0,22,4
15,3,142,1
5,1,28,1
14,3,69,3
1,0,21,1
0,0,0,5
5,1.2000000000000002,72,4
2,2,22,5
0,0,13,2
0,0,3,2
13,2,185,2
5,5,26,5
5,5,141,5
1,1,8,5
4,1,49,3
2,2,25,5
5,1,40,4
4,0,38,1
4,0,23,2
0,0,2,1
4,4,44,5
0,0,68,5
9,2,54,3
1,1,27,5
2,2,37,5
1,1,21,5
3,3,7,5
6,0,69,2
1,0,9,2
0,0,6,5
1,1,29,5
5,5,34,5
4,0,26,1
2,2,75,5
0,0,17,5
1,1,12,5
8,8,91,5
1,1,20,5
5,5,159,5
2,0.19999999999999996,71,4
0,0,4,5
2,2,19,5
2,2,70,5
20,1,179,2
8,0,124,2
0,0,0,5
4,0,40,4
3,0,38,2
0,0,14,5
1,1,31,5
0,0,3,5
1,1,12,5
0,0,2,5
0,0,3,1
5,0,65,2
1,1,60,5
2,2,80,5
2,2,50,5
4,4,58,5
4,4,111,5
2,2,45,5
0,0,18,5
6,1,44,1
5,0,73,2
1,1,10,5
4,1,22,4
0,0,1,1
0,0,1,2
